gb|AY623658.2|+|12450-13472|ErmR [Aeromicrobium erythreum]	gb|AAU93796.1|+|ErmR [Aeromicrobium erythreum]
gb|M64090.1|+|1-735|ErmT [Plasmid pGT633]	gb|AAA98096.1|+|ErmT [Plasmid pGT633]
gb|M36726.1|+|296-1150|ErmX [Plasmid pNG2]	gb|AAA98484.1|+|ErmX [Plasmid pNG2]
gb|AF079138.1|+|154-1122|Erm(31) [Streptomyces venezuelae]	gb|AAC69327.1|+|Erm(31) [Streptomyces venezuelae]
gb|AJ313523.1|+|163-894|Erm(33) [Mammaliicoccus sciuri]	gb|CAC86410.1|+|Erm(33) [Mammaliicoccus sciuri]
gb|AY234334.1|+|1-846|Erm(34) [Alkalihalobacillus clausii]	gb|AAP74657.1|+|Erm(34) [Alkalihalobacillus clausii]
gb|AY154657.2|+|63-1223|Erm(38) [Mycolicibacterium smegmatis]	gb|AAN86837.2|+|Erm(38) [Mycolicibacterium smegmatis]
gb|AY487229.1|+|2153-2893|Erm(39) [Mycolicibacterium fortuitum]	gb|AAR92235.1|+|Erm(39) [Mycolicibacterium fortuitum]
gb|EU177504.3|+|3053-3469|Erm(41) [Mycobacteroides abscessus]	gb|ABW06859.1|+|Erm(41) [Mycobacteroides abscessus]
gb|AF319779.2|+|33-833|Erm(35) [Bacteroides coprosuis DSM 18011]	gb|AAK07612.2|+|Erm(35) [Bacteroides coprosuis DSM 18011]
gb|AF462611.1|+|1-846|Erm(36) [Micrococcus luteus]	gb|AAL68827.1|+|Erm(36) [Micrococcus luteus]
gb|Y17896.1|+|1-849|FEZ-1 [Fluoribacter gormanii]	gb|CAB96921.1|+|FEZ-1 [Fluoribacter gormanii]
gb|AE007317.1|+|953383-954594|mef(E) [Streptococcus pneumoniae R6]	gb|AAK99775.1|+|mef(E) [Streptococcus pneumoniae R6]
gb|AF227521.1|+|3270-4487|mel [Streptococcus pyogenes]	gb|AAL73129.1|+|mel [Streptococcus pyogenes]
gb|KC243783.1|+|1-2007|mecA [Staphylococcus aureus]	gb|AGC51118.1|+|mecA [Staphylococcus aureus]
gb|KR297239.1|-|415-1428|adeL [Acinetobacter baumannii]	gb|ALH22601.1|+|adeL [Acinetobacter baumannii]
gb|CP000732.1|-|9683-10528|PC1_blaZ [Staphylococcus aureus subsp. aureus USA300_TCH959]	gb|ABX30738.1|+|PC1_blaZ [Staphylococcus aureus subsp. aureus USA300_TCH959]
gb|U00096.1|-|3412803-3413465|AcrS [Escherichia coli str. K-12 substr. MG1655]	gb|AAC76296.1|+|AcrS [Escherichia coli str. K-12 substr. MG1655]
gb|BA000007.3|-|1737691-1738104|H-NS [Escherichia coli O157:H7 str. Sakai]	gb|BAB35162.1|+|H-NS [Escherichia coli O157:H7 str. Sakai]
gb|BA000017.4|+|379932-380351|mepR [Staphylococcus aureus subsp. aureus Mu50]	gb|BAB56495.1|+|mepR [Staphylococcus aureus subsp. aureus Mu50]
gb|AB204810.2|+|187-1533|abeM [Acinetobacter baumannii]	gb|BAD89844.2|+|abeM [Acinetobacter baumannii]
gb|CP001172.1|-|1249019-1249348|abeS [Acinetobacter baumannii AB307-0294]	gb|ACJ59254.1|+|abeS [Acinetobacter baumannii AB307-0294]
N/A	N/A
gb|AF370885.1|+|3439-4629|adeA [Acinetobacter baumannii]	gb|AAL14439.1|+|adeA [Acinetobacter baumannii]
gb|AF370885.1|+|4629-7736|adeB [Acinetobacter baumannii]	gb|AAL14440.1|+|adeB [Acinetobacter baumannii]
gb|CT025801.2|+|1-3180|adeF [Acinetobacter baumannii AYE]	gb|CAJ77856.1|+|adeF [Acinetobacter baumannii AYE]
gb|CT025800.2|+|1-1221|adeG [Acinetobacter baumannii AYE]	gb|CAJ77857.1|+|adeG [Acinetobacter baumannii AYE]
gb|CT025802.2|+|1-1452|adeH [Acinetobacter baumannii AYE]	gb|CAJ77855.1|+|adeH [Acinetobacter baumannii AYE]
gb|CP001182.2|+|3283427-3284677|adeI [Acinetobacter baumannii AB0057]	gb|ACJ41739.1|+|adeI [Acinetobacter baumannii AB0057]
gb|AY769962.1|+|2435-5611|adeJ [Acinetobacter baumannii]	gb|AAX14802.1|+|adeJ [Acinetobacter baumannii]
gb|AY769962.1|+|5611-7065|adeK [Acinetobacter baumannii]	gb|AAX14803.1|+|adeK [Acinetobacter baumannii]
gb|CP000768.1|+|1405392-1406495|cmeA [Campylobacter jejuni subsp. doylei 269.97]	gb|ABS43901.1|+|cmeA [Campylobacter jejuni subsp. doylei 269.97]
gb|CP000768.1|+|1406495-1409617|cmeB [Campylobacter jejuni subsp. doylei 269.97]	gb|ABS43151.1|+|cmeB [Campylobacter jejuni subsp. doylei 269.97]
gb|AB894099.1|+|4219-5697|cmeC [Campylobacter jejuni subsp. jejuni]	gb|BAO79432.1|+|cmeC [Campylobacter jejuni subsp. jejuni]
N/A	N/A
N/A	N/A
gb|AE006468.2|-|397058-398284|mdsA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	gb|AAL19306.1|+|mdsA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gb|AE006468.2|-|393894-397061|mdsB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	gb|AAL19305.1|+|mdsB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gb|AE006468.2|-|392420-393931|mdsC [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	gb|AAL19304.1|+|mdsC [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gb|U00096.1|+|2154016-2155263|mdtA [Escherichia coli str. K-12 substr. MG1655]	gb|AAC75135.2|+|mdtA [Escherichia coli str. K-12 substr. MG1655]
gb|U00096.1|+|2155263-2158385|mdtB [Escherichia coli str. K-12 substr. MG1655]	gb|AAC75136.1|+|mdtB [Escherichia coli str. K-12 substr. MG1655]
gb|U00096.1|+|2158386-2161463|mdtC [Escherichia coli str. K-12 substr. MG1655]	gb|AAC75137.1|+|mdtC [Escherichia coli str. K-12 substr. MG1655]
gb|AP009048.1|-|3980026-3981183|mdtE [Escherichia coli str. K-12 substr. W3110]	gb|BAE77781.1|+|mdtE [Escherichia coli str. K-12 substr. W3110]
gb|U00096.1|+|3660414-3663527|mdtF [Escherichia coli str. K-12 substr. MG1655]	gb|AAC76539.1|+|mdtF [Escherichia coli str. K-12 substr. MG1655]
N/A	N/A
gb|U57969.1|+|295-1458|MexC [Pseudomonas aeruginosa]	gb|AAB41956.1|+|MexC [Pseudomonas aeruginosa]
gb|U57969.1|+|1486-4617|MexD [Pseudomonas aeruginosa]	gb|AAB41957.1|+|MexD [Pseudomonas aeruginosa]
gb|U57969.1|+|4623-6062|OprJ [Pseudomonas aeruginosa]	gb|AAB41958.1|+|OprJ [Pseudomonas aeruginosa]
gb|AE004091.2|+|2808743-2809987|MexE [Pseudomonas aeruginosa PAO1]	gb|AAG05881.1|+|MexE [Pseudomonas aeruginosa PAO1]
gb|AE004091.2|+|2810009-2813197|MexF [Pseudomonas aeruginosa PAO1]	gb|AAG05882.1|+|MexF [Pseudomonas aeruginosa PAO1]
gb|AE004091.2|+|2813194-2814612|OprN [Pseudomonas aeruginosa PAO1]	gb|AAG05883.1|+|OprN [Pseudomonas aeruginosa PAO1]
gb|AE004091.2|+|4705956-4706402|MexG [Pseudomonas aeruginosa PAO1]	gb|AAG07592.1|+|MexG [Pseudomonas aeruginosa PAO1]
gb|AE004091.2|+|4706410-4707522|MexH [Pseudomonas aeruginosa PAO1]	gb|AAG07593.1|+|MexH [Pseudomonas aeruginosa PAO1]
gb|AE004091.2|+|4707535-4710624|MexI [Pseudomonas aeruginosa PAO1]	gb|AAG07594.1|+|MexI [Pseudomonas aeruginosa PAO1]
gb|AE004091.2|+|4710621-4712084|OpmD [Pseudomonas aeruginosa PAO1]	gb|AAG07595.1|+|OpmD [Pseudomonas aeruginosa PAO1]
gb|AE002098.2|-|1795182-1796420|mtrC [Neisseria meningitidis MC58]	gb|AAF42063.1|+|mtrC [Neisseria meningitidis MC58]
gb|AE002098.2|-|1791967-1795170|mtrD [Neisseria meningitidis MC58]	gb|AAF42062.1|+|mtrD [Neisseria meningitidis MC58]
gb|X95635.1|+|260-1663|mtrE [Neisseria gonorrhoeae]	gb|CAA64891.1|+|mtrE [Neisseria gonorrhoeae]
N/A	N/A
N/A	N/A
gb|BA000018.3|-|735417-735860|mgrA [Staphylococcus aureus subsp. aureus N315]	gb|BAB41874.1|+|mgrA [Staphylococcus aureus subsp. aureus N315]
gb|AF128627.1|+|1-906|mtrA [Neisseria gonorrhoeae]	gb|AAD44693.1|+|mtrA [Neisseria gonorrhoeae]
N/A	N/A
N/A	N/A
N/A	N/A
gb|AE007317.1|+|866211-867410|pmrA [Streptococcus pneumoniae R6]	gb|AAK99679.1|+|pmrA [Streptococcus pneumoniae R6]
gb|JQ727668.1|+|1-375|ramA [Enterobacter cloacae]	gb|AFK13828.1|+|ramA [Enterobacter cloacae]
gb|AE006468.2|-|2039655-2040377|sdiA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	gb|AAL20862.1|+|sdiA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
N/A	N/A
N/A	N/A
gb|BA000007.3|-|4903689-4905062|cpxA [Escherichia coli O157:H7 str. Sakai]	gb|BAB38260.1|+|cpxA [Escherichia coli O157:H7 str. Sakai]
gb|BA000007.3|+|3212026-3212640|evgA [Escherichia coli O157:H7 str. Sakai]	gb|BAB36671.1|+|evgA [Escherichia coli O157:H7 str. Sakai]
gb|U00096.1|+|2484374-2487967|evgS [Escherichia coli str. K-12 substr. MG1655]	gb|AAC75429.1|+|evgS [Escherichia coli str. K-12 substr. MG1655]
gb|CP023390.1|-|1461589-1462248|arlR [Staphylococcus aureus subsp. aureus str. Newman]	gb|ATC67679.1|+|arlR [Staphylococcus aureus subsp. aureus str. Newman]
gb|CP000253.1|-|1360281-1361636|arlS [Staphylococcus aureus subsp. aureus NCTC 8325]	gb|ABD30512.1|+|arlS [Staphylococcus aureus subsp. aureus NCTC 8325]
gb|AY028464.1|+|443-1189|JOHN-1 [Flavobacterium johnsoniae UW101]	gb|AAK38324.1|+|JOHN-1 [Flavobacterium johnsoniae UW101]
gb|EF672680.1|+|1-729|CGB-1 [Chryseobacterium gleum]	gb|ABS29619.1|+|CGB-1 [Chryseobacterium gleum]
gb|AF416700.1|+|57-764|EBR-1 [Empedobacter brevis]	gb|AAN32638.1|+|EBR-1 [Empedobacter brevis]
gb|AF441286.1|+|225-965|MUS-1 [Myroides odoratimimus]	gb|AAN63647.1|+|MUS-1 [Myroides odoratimimus]
gb|AF441287.1|+|261-1007|TUS-1 [Myroides odoratus DSM 2801]	gb|AAN63648.1|+|TUS-1 [Myroides odoratus DSM 2801]
gb|AJ620678.1|+|1-753|GIM-1 [Pseudomonas aeruginosa]	gb|CAF05908.1|+|GIM-1 [Pseudomonas aeruginosa]
gb|GQ288397.1|+|1-741|SIM-1 [Acinetobacter bereziniae]	gb|ACT66697.1|+|SIM-1 [Acinetobacter bereziniae]
gb|AB364006.1|+|62-787|KHM-1 [Citrobacter freundii]	gb|BAF91108.1|+|KHM-1 [Citrobacter freundii]
gb|KC004136.2|+|41-796|DIM-1 [Enterobacter sp. SL1]	gb|AGC92784.1|+|DIM-1 [Enterobacter sp. SL1]
