gene_id,aro_accession,name,family_id,description,mechanism_id,sequence_accession
3002546,ARO:3002546,AAC(6')-Ib,3000345,"AAC(6')-Ib is an aminoglycoside acetyltransferase encoded by plasmids, transposons, integrons in K. pneumoniae, P. mirabilis, P. aeruginosa, S. enterica, K. oxytoca, S. maltophilia, E. cloacae and V. cholerae.",1004,
3002547,ARO:3002547,AAC(6')-Ib-cr1,3000345,"AAC(6')-Ib-cr is an aminoglycoside acetyltransferase encoded by plasmids, transposons, integrons in Enterobacteriaceae. The aac(6')-Ib-cr variant gene can induce resistance against aminoglycoside and fluoroquinolone simultaneously.",1004,
3007770,ARO:3007770,aac(6')-Ib-cr10,3000345,"A fluoroquinolone-acetylating aminoglycoside acetyltransferase variant, identified from Escherichia coli. These variants confers resistance to both aminoglycoside and fluoroquinolone antibiotics.",1004,
3007771,ARO:3007771,aac(6')-Ib-cr11,3000345,A fluoroquinolone-acetylating aminoglycoside acetyltransferase variant identified from Proteus mirabilis. These proteins confer resistance to both fluoroquinolone and aminoglycoside antibiotics.,1004,
3005112,ARO:3005112,AAC(6')-Ib-cr3,3000345,A fluoroquinolone-acetylating aminoglycoside acetyltransferase variant identified from Aeromonas. These proteins confer resistance to both fluoroquinolone and aminoglycoside antibiotics.,1004,
3005114,ARO:3005114,AAC(6')-Ib-cr4,3000345,A fluoroquinolone-acetylating aminoglycoside acetyltransferase variant identified from Enterobacter. These proteins confer resistance to both fluoroquinolone and aminoglycoside antibiotics.,1004,
3005115,ARO:3005115,AAC(6')-Ib-cr5,3000345,A fluoroquinolone-acetylating aminoglycoside acetyltransferase variant identified from Pseudomonas. These proteins confer resistance to both fluoroquinolone and aminoglycoside antibiotics.,1004,
3005116,ARO:3005116,AAC(6')-Ib-cr6,3000345,A fluoroquinolone-acetylating aminoglycoside acetyltransferase variant identified from Escherichia coli. These proteins confer resistance to both fluoroquinolone and aminoglycoside antibiotics.,1004,
3005117,ARO:3005117,AAC(6')-Ib-cr7,3000345,A fluoroquinolone-acetylating aminoglycoside acetyltransferase variant identified from Klebsiella. These proteins confer resistance to both fluoroquinolone and aminoglycoside antibiotics.,1004,
3005118,ARO:3005118,AAC(6')-Ib-cr8,3000345,"A fluoroquinolone-acetylating aminoglycoside acetyltransferase variant, identified from Salmonella. These variants confers resistance to both aminoglycoside and fluoroquinolone antibiotics.",1004,
3005119,ARO:3005119,AAC(6')-Ib-cr9,3000345,"A fluoroquinolone-acetylating aminoglycoside acetyltransferase variant, identified from Serratia. These variants confers resistance to both aminoglycoside and fluoroquinolone antibiotics.",1004,
3002593,ARO:3002593,AAC(6')-Ib-SK,3000345,AAC(6')-Ib-Hangzhou is an aminoglycoside acetyltransferase in A. baumannii.,1004,
3003676,ARO:3003676,AAC(6')-Ib',3000345,AAC(6')-Ib-SK is a chromosomal-encoded aminoglycoside acetyltransferase in Streptomyces kanamyceticus.,1004,
3002581,ARO:3002581,AAC(6')-Ib10,3000345,AAC(6')-Ib-Suzhou is an aminoglycoside acetyltransferase in E. cloacae and K. pneumoniae.,1004,
3002582,ARO:3002582,AAC(6')-Ib11,3000345,"AAC(6')-Ib' is an aminoglycoside acetyltransferase encoded by plasmids, transposons, integrons in P. aeruginosa and P. fluorescens.",1004,
3002576,ARO:3002576,AAC(6')-Ib3,3000345,AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.,1004,
3002577,ARO:3002577,AAC(6')-Ib4,3000345,AAC(6')-Ib11 is an integron-encoded aminoglycoside acetyltransferase in S. enterica.,1004,
3002578,ARO:3002578,AAC(6')-Ib7,3000345,AAC(6')-Ib3 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.,1004,
3002579,ARO:3002579,AAC(6')-Ib8,3000345,AAC(6')-Ib4 is an aminoglycoside acetyltransferase in Serratia spp.,1004,
3002580,ARO:3002580,AAC(6')-Ib9,3000345,AAC(6')-Ib7 is a plasmid-encoded aminoglycoside acetyltransferase in E. cloacae and C. freundii.,1004,
3002549,ARO:3002549,AAC(6')-Ic,3000345,AAC(6')-Ic is a chromosomal-encoded aminoglycoside acetyltransferase in S. marcescens.,1004,
3002553,ARO:3002553,AAC(6')-If,3000345,AAC(6')-If is a plasmid-encoded aminoglycoside acetyltransferase in E. cloacae.,1004,
3002554,ARO:3002554,AAC(6')-Ig,3000345,AAC(6')-Ig is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter haemolyticus.,1004,
3002555,ARO:3002555,AAC(6')-Ih,3000345,AAC(6')-Ih is a plasmid-encoded aminoglycoside acetyltransferase in A. baumannii.,1004,
3002556,ARO:3002556,AAC(6')-Ii,3000345,AAC(6')-Ii is a chromosomal-encoded aminoglycoside acetyltransferase in Enterococcus spp.,1004,
3002594,ARO:3002594,AAC(6')-IIa,3000345,AAC(6')-IIa is an aminoglycoside acetyltransferase encoded by plasmids and integrons in P. aeruginosa and S. enterica.,1004,
3002595,ARO:3002595,AAC(6')-IIb,3000345,AAC(6')-IIb is an integron-encoded aminoglycoside acetyltransferase in P. fluorescens.,1004,
3002596,ARO:3002596,AAC(6')-IIc,3000345,AAC(6')-IIc is an aminoglycoside acetyltransferase encoded by plasmids and integrons in E. cloacae.,1004,
3002589,ARO:3002589,AAC(6')-Iid,3000345,AAC(6')-Iid is a chromosomal-encoded aminoglycoside acetyltransferase in Enterococcus durans.,1004,
3002590,ARO:3002590,AAC(6')-Iih,3000345,AAC(6')-Iih is a chromosomal-encoded aminoglycoside acetyltransferase in Enterococcus hirae.,1004,
3002557,ARO:3002557,AAC(6')-Ij,3000345,AAC(6')-Ij is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter genomosp. 13.,1004,
3002558,ARO:3002558,AAC(6')-Ik,3000345,AAC(6')-Ik is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter sp.,1004,
3004635,ARO:3004635,AAC(6')-Il,3000345,AAC(6')-Il is an aminoglycoside acetyltransferase encoded by plasmids and integrons in Enterobacter cloaecae and Klebsiella aerogenes.,1004,
3004629,ARO:3004629,AAC(6')-Im,3000345,"AAC(6')-Im is an aminoglycoside acetyltransferase encoded by plasmids in E. coli, and E. faecium.",1004,
3002559,ARO:3002559,AAC(6')-Ip,3000345,"AAC(6')-Ip is an aminoglycoside acetyltransferase encoded by plasmids and integrons in C. freundii, E. coli, E. faecium and Klebsiella aerogenes.",1004,
3002560,ARO:3002560,AAC(6')-Iq,3000345,AAC(6')-Iq is a aminoglycoside acetyltransferase encoded by plasmids and integrons in K. pneumoniae.,1004,
3002561,ARO:3002561,AAC(6')-Ir,3000345,AAC(6')-Ir is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter colistiniresistens.,1004,
3002562,ARO:3002562,AAC(6')-Is,3000345,AAC(6')-Is is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter variabilis.,1004,
3002563,ARO:3002563,AAC(6')-Isa,3000345,AAC(6')-Isa is a plasmid-encoded aminoglycoside acetyltransferase in Streptomyces albulus.,1004,
3002564,ARO:3002564,AAC(6')-It,3000345,AAC(6')-It is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter genomosp. 16.,1004,
3002565,ARO:3002565,AAC(6')-Iu,3000345,AAC(6')-Iu is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter genomosp. 17.,1004,
3002566,ARO:3002566,AAC(6')-Iv,3000345,AAC(6')-Iv is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter sp.,1004,
3002567,ARO:3002567,AAC(6')-Iw,3000345,AAC(6')-Iw is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter sp.,1004,
3002568,ARO:3002568,AAC(6')-Ix,3000345,AAC(6')-Ix is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter sp.,1004,
3002569,ARO:3002569,AAC(6')-Iy,3000345,"AAC(6')-Iy is a chromosomal-encoded aminoglycoside acetyltransferase in S. enteritidis and S. enterica. Regulatory mutation required to increase expression of this chromosomally-encoded gene for resistance. In the specific system, aminoglycoside resistance was due to a transcriptional fusion secondary to a chromosomal deletion in which the downstream aac(6')-Iy gene was placed under the control of the upstream nmpC promoter.",1004,
3002570,ARO:3002570,AAC(6')-Iz,3000345,AAC(6')-Iz is a chromosomal-encoded aminoglycoside acetyltransferase in S. maltophilia.,1004,
3002599,ARO:3002599,AAC(6')-30/AAC(6')-Ib' bifunctional protein,aminoglycoside bifunctional resistance protein,AAC(6')-30/AAC(6')-Ib' is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.,1004,
3002592,ARO:3002592,AAC(6')-Ib-Hangzhou,3000345,AAC(6')-Ib-Hangzhou is an aminoglycoside acetyltransferase in A. baumannii.,1004,
3002597,ARO:3002597,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,aminoglycoside bifunctional resistance protein,"AAC(6')-Ie-APH(2'')-Ia is an aminoglycoside acetyltransferase encoded by plasmids and transposons in S. aureus, E. faecalis, E. faecium and Staphylococcus warneri.",1004,
3002628,ARO:3002628,aad(6),ANT(6),ANT(6)-Ia/aad(6) is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in E. faecalis and Streptococcus oralis.,1004,
3002601,ARO:3002601,aadA,ANT(3''),"ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids, transposons, integrons in Enterobacteriaceae, A. baumannii, P. aeruginosa and Vibrio cholerae.",1004,
3004692,ARO:3004692,aadA10,ANT(3''),aadA10 is a aminoglycoside nucleotidyltransferase gene encoded by plasmids in P. aeruginosa.,1004,
3002611,ARO:3002611,aadA11,ANT(3''),aadA11 is an integron-encoded aminoglycoside nucleotidyltransferase gene in E. coli and P. aeruginosa.,1004,
3002612,ARO:3002612,aadA12,ANT(3''),"aadA12 is an integron-encoded aminoglycoside nucleotidyltransferase gene in E. coli, Yersinia enterocolitica and S. enterica.",1004,
3002613,ARO:3002613,aadA13,ANT(3''),"aadA13 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in Pseudomonas rettgeri, P. aeruginosa, Y. enterocolitica and E. coli.",1004,
3002614,ARO:3002614,aadA14,ANT(3''),aadA14 is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in Pasteurella multocida.,1004,
3002615,ARO:3002615,aadA15,ANT(3''),aadA15 is an integron-encoded aminoglycoside nucleotidyltransferase gene in P. aeruginosa.,1004,
3002616,ARO:3002616,aadA16,ANT(3''),"aadA16 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in E. coli, V. cholerae and K. pneumoniae.",1004,
3002617,ARO:3002617,aadA17,ANT(3''),aadA17 is an integron-encoded aminoglycoside nucleotidyltransferase gene in Aeromonas media.,1004,
3002602,ARO:3002602,aadA2,ANT(3''),"aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae, Salmonella spp., Corynebacterium glutamicum, C. freundii and Aeromonas spp.",1004,
3002618,ARO:3002618,aadA21,ANT(3''),aadA21 is an integron-encoded aminoglycoside nucleotidyltransferase gene in Salmonella spp.,1004,
3002619,ARO:3002619,aadA22,ANT(3''),aadA22 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in S. enterica and E. coli.,1004,
3002620,ARO:3002620,aadA23,ANT(3''),aadA23 is an integron-encoded aminoglycoside nucleotidyltransferase gene in S. enterica.,1004,
3002621,ARO:3002621,aadA24,ANT(3''),aadA24 is an integron-encoded aminoglycoside nucleotidyltransferase gene in Salmonella spp.,1004,
3003197,ARO:3003197,aadA25,ANT(3''),Streptomycin/spectinomycin resistance gene found in Pasteurella multocida isolated from bovine respiratory tract.,1004,
3004682,ARO:3004682,aadA27,ANT(3''),Small mobilizable plasmid pALWED1.8 containing a novel variant of the streptomycin/spectinomycin resistance gene.,1004,
3002603,ARO:3002603,aadA3,ANT(3''),"aadA3 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids, transposons and integrons in E. coli.",1004,
3002604,ARO:3002604,aadA4,ANT(3''),aadA4 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and chromosomes in Bordetella parapertussis and E. coli.,1004,
3002605,ARO:3002605,aadA5,ANT(3''),"aadA5 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids, transposons and integrons in E. coli, K. pneumoniae, Kluyvera georgiana, P. aeruginosa and E. cloacae.",1004,
3002606,ARO:3002606,aadA6,ANT(3''),aadA6 is an integron-encoded aminoglycoside nucleotidyltransferase gene in P. aeruginosa.,1004,
3002622,ARO:3002622,aadA6/aadA10,ANT(3''),aadA6/aadA10 is an integron-encoded aminoglycoside nucleotidyltransferase gene cassette in P. aeruginosa.,1004,
3002607,ARO:3002607,aadA7,ANT(3''),"aadA7 is an integron-encoded aminoglycoside nucleotidyltransferase gene in V. fluvialis, P. aeruginosa, E. coli, V. cholerae and S. enterica.",1004,
3002608,ARO:3002608,aadA8,ANT(3''),"aadA8 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in V. cholerae, K. pneumoniae and Bacillus endophyticus.",1004,
3004704,ARO:3004704,aadA8b,ANT(3''),aadA8b is an aminoglycoside nucleotidyltransferase gene encoded by plasmids in E. coli; can be created by a recombination event  between aadA1 and aadA2.,1004,
3002609,ARO:3002609,aadA9,ANT(3''),aadA9 is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in C. glutamicum.,1004,
3002627,ARO:3002627,aadK,ANT(6),aadK is a chromosomal-encoded aminoglycoside nucleotidyltransferase gene in B. subtilis and Bacillus spp. This enzyme confers low-level resistance to streptomycin.,1004,
3004683,ARO:3004683,aadS,ANT(6),A novel Tn4551 streptomycin-resistance gene that was phenotypically silent in wild-type Bacteroides; expression could be activated by a trans-acting chromosomal mutation.,1004,
3007669,ARO:3007669,aadT,major facilitator superfamily (MFS) 10000 pump,"The AadT pump is a novel multidrug efflux pump from the proton antiporter 2 (DHA2) family and was discovered in Acinetobacter multidrug resistance plasmids. The presence of AadT decreased bacterial susceptibility to antibiotics (erythromycin and tetracycline), biocides (chlorhexidine), and dyes (ethidium bromide and DAPI) and was able to mediate ethidium transport.",10000,
3006863,ARO:3006863,AAK-1,AAK beta-lactamase,AAK-1 is a AAK beta-lactamase.,1004,
3004573,ARO:3004573,Acinetobacter baumannii AbaF,major facilitator superfamily (MFS) 10000 pump,Expression of abaF in E. coli resulted in increased resistance to fosfomycin.,10000,
3004574,ARO:3004574,Acinetobacter baumannii AbaQ,major facilitator superfamily (MFS) 10000 pump,AbaQ is an MFS transporter mainly involved in the extrusion of quinolone-type drugs in A. baumannii.,10000,
3004578,ARO:3004578,Acinetobacter baumannii AbuO,resistance-nodulation-cell division (RND) 10000 pump,"AbuO is akin to the TolC outer membrane efflux protein. Deletion in A. baumannii results in increased susceptibility to antibiotics including amikacin, carbenicillin, ceftriaxone, meropenem, streptomycin, and tigecycline as well as disinfectants benzyalkonium chloride and chlorhexidine.",10000,
3003796,ARO:3003796,Acinetobacter baumannii ampC beta-lactamase,ampC-type beta-lactamase,A class C beta-lactamase found in Acinetobacter baumannii that confers resistance to piperacillin and cefepime.,1004,
3004577,ARO:3004577,Acinetobacter baumannii AmvA,major facilitator superfamily (MFS) 10000 pump,"AmvA has 14 alpha-helical transmembrane segments, qualifying it as a member of the DHA2 transporter family of the major facilitator superfamily (MFS). When AmvA was expressed in E. coli,  the cells had at least four-fold decreased susceptibility to erythromycin, acridine orange, acriflavine, deoxycholate and methyl viologen. AmvA from the AC0037 strain of A. baumannii was tested.",10000,
3003817,ARO:3003817,Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones,fluoroquinolone resistant gyrA,"Mutations in the A subunit of DNA gyrase reduce its affinity for fluoroquinolones, thereby conferring resistance.",1001,
3003809,ARO:3003809,Acinetobacter baumannii OprD conferring resistance to imipenem,Outer Membrane Porin (Opr),"An outer member protein (OMP) found in Acinetobacter baumannii involved in the uptake of imipenem and basic amino acids. This porin is homologous to Pseudomonas aeruginosa OprD, which performs an identical function.",3000244;3003764,
3003818,ARO:3003818,Acinetobacter baumannii parC conferring resistance to fluoroquinolones,fluoroquinolone resistant parC,Mutations in Acinetobacter baumannii parC that result in resistance to fluoroquinolones.,1001,
3003942,ARO:3003942,abcA,ATP-binding cassette (ABC) 10000 pump,"AbcA is a multidrug resistant ABC transporter that confers resistance to methicillin, daptomycin, cefotaxime, and moenomycin.",10000,
3000753,ARO:3000753,abeM,multidrug and toxic compound extrusion (MATE) transporter,AbeM is an multidrug efflux pump found in Acinetobacter baumannii.,10000,
3000768,ARO:3000768,abeS,small multidrug resistance (SMR) 10000 pump,AbeS in an efflux pump of the SMR family of transporters found in Acinetobacter baumannii.,10000,
3001815,ARO:3001815,ACC-1,ACC beta-lactamase,ACC-1 is a beta-lactamase found in Klebsiella pneumoniae.,1004,
3006228,ARO:3006228,ACC-1a,ACC beta-lactamase,ACC-1a is a ACC beta-lactamase.,1004,
3006229,ARO:3006229,ACC-1b,ACC beta-lactamase,ACC-1b is a ACC beta-lactamase.,1004,
3006230,ARO:3006230,ACC-1c,ACC beta-lactamase,ACC-1c is a ACC beta-lactamase.,1004,
3006231,ARO:3006231,ACC-1d,ACC beta-lactamase,ACC-1d is a ACC beta-lactamase.,1004,
3001816,ARO:3001816,ACC-2,ACC beta-lactamase,ACC-2 is a beta-lactamase found in Hafnia alvei.,1004,
3001817,ARO:3001817,ACC-3,ACC beta-lactamase,ACC-3 is a beta-lactamase found in Hafnia alvei.,1004,
3001818,ARO:3001818,ACC-4,ACC beta-lactamase,ACC-4 is a beta-lactamase found in Escherichia coli.,1004,
3001819,ARO:3001819,ACC-5,ACC beta-lactamase,"ACC-5 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3006232,ARO:3006232,ACC-7,ACC beta-lactamase,ACC-7 is a ACC beta-lactamase.,1004,
